filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,23,"{""name"":""rect"",""x"":892,""y"":1607,""width"":230,""height"":141}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,24,"{""name"":""rect"",""x"":723,""y"":1344,""width"":130,""height"":399}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,25,"{""name"":""rect"",""x"":639,""y"":1145,""width"":83,""height"":329}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,26,"{""name"":""rect"",""x"":347,""y"":1245,""width"":177,""height"":342}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,27,"{""name"":""rect"",""x"":806,""y"":1057,""width"":245,""height"":149}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,28,"{""name"":""rect"",""x"":913,""y"":895,""width"":245,""height"":219}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,29,"{""name"":""rect"",""x"":467,""y"":1046,""width"":368,""height"":89}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,30,"{""name"":""rect"",""x"":652,""y"":762,""width"":295,""height"":138}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,31,"{""name"":""rect"",""x"":566,""y"":715,""width"":141,""height"":284}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,32,"{""name"":""rect"",""x"":368,""y"":509,""width"":290,""height"":214}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506051700bl_hs.jpg,284339,"{}",34,33,"{""name"":""rect"",""x"":723,""y"":498,""width"":271,""height"":144}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,0,"{""name"":""rect"",""x"":144,""y"":937,""width"":185,""height"":318}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,1,"{""name"":""rect"",""x"":240,""y"":1159,""width"":154,""height"":347}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,2,"{""name"":""rect"",""x"":365,""y"":1132,""width"":107,""height"":350}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,3,"{""name"":""rect"",""x"":514,""y"":1226,""width"":198,""height"":222}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,4,"{""name"":""rect"",""x"":459,""y"":1025,""width"":264,""height"":149}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,5,"{""name"":""rect"",""x"":647,""y"":1127,""width"":144,""height"":245}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,6,"{""name"":""rect"",""x"":762,""y"":1099,""width"":164,""height"":235}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,7,"{""name"":""rect"",""x"":950,""y"":749,""width"":271,""height"":240}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,8,"{""name"":""rect"",""x"":950,""y"":858,""width"":219,""height"":287}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,9,"{""name"":""rect"",""x"":1153,""y"":793,""width"":204,""height"":264}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,10,"{""name"":""rect"",""x"":1297,""y"":796,""width"":183,""height"":297}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,11,"{""name"":""rect"",""x"":1179,""y"":723,""width"":222,""height"":237}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,12,"{""name"":""rect"",""x"":827,""y"":579,""width"":266,""height"":149}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,13,"{""name"":""rect"",""x"":410,""y"":535,""width"":162,""height"":308}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,14,"{""name"":""rect"",""x"":932,""y"":532,""width"":292,""height"":222}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,15,"{""name"":""rect"",""x"":929,""y"":470,""width"":279,""height"":170}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,16,"{""name"":""rect"",""x"":1132,""y"":423,""width"":227,""height"":277}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,17,"{""name"":""rect"",""x"":877,""y"":378,""width"":243,""height"":144}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,18,"{""name"":""rect"",""x"":1200,""y"":243,""width"":271,""height"":159}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,19,"{""name"":""rect"",""x"":1440,""y"":511,""width"":308,""height"":198}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,20,"{""name"":""rect"",""x"":1740,""y"":618,""width"":180,""height"":292}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,21,"{""name"":""rect"",""x"":1680,""y"":772,""width"":157,""height"":386}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,22,"{""name"":""rect"",""x"":1947,""y"":1179,""width"":89,""height"":342}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,23,"{""name"":""rect"",""x"":1795,""y"":1417,""width"":198,""height"":196}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,24,"{""name"":""rect"",""x"":1315,""y"":1211,""width"":123,""height"":339}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,25,"{""name"":""rect"",""x"":1213,""y"":1466,""width"":154,""height"":324}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,26,"{""name"":""rect"",""x"":1302,""y"":1469,""width"":261,""height"":198}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,27,"{""name"":""rect"",""x"":1362,""y"":1646,""width"":201,""height"":230}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,28,"{""name"":""rect"",""x"":1592,""y"":1555,""width"":144,""height"":344}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,29,"{""name"":""rect"",""x"":1372,""y"":1847,""width"":300,""height"":138}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,30,"{""name"":""rect"",""x"":1078,""y"":1782,""width"":357,""height"":206}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,31,"{""name"":""rect"",""x"":1292,""y"":1910,""width"":167,""height"":219}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,32,"{""name"":""rect"",""x"":1059,""y"":1790,""width"":261,""height"":339}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,33,"{""name"":""rect"",""x"":838,""y"":1954,""width"":334,""height"":133}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,34,"{""name"":""rect"",""x"":1020,""y"":2108,""width"":311,""height"":76}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,35,"{""name"":""rect"",""x"":321,""y"":1821,""width"":258,""height"":264}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,36,"{""name"":""rect"",""x"":384,""y"":1688,""width"":245,""height"":269}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,37,"{""name"":""rect"",""x"":616,""y"":1571,""width"":107,""height"":326}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,38,"{""name"":""rect"",""x"":347,""y"":1539,""width"":363,""height"":164}","{}"
1nphs_9hrhs_A01_Brightfield2and4ul2506061700bl_hs.jpg,277757,"{}",40,39,"{""name"":""rect"",""x"":485,""y"":1459,""width"":235,""height"":154}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,0,"{""name"":""rect"",""x"":874,""y"":1466,""width"":128,""height"":274}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,1,"{""name"":""rect"",""x"":981,""y"":1766,""width"":311,""height"":104}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,2,"{""name"":""rect"",""x"":1083,""y"":1863,""width"":334,""height"":52}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,3,"{""name"":""rect"",""x"":1038,""y"":1853,""width"":282,""height"":128}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,4,"{""name"":""rect"",""x"":1453,""y"":1819,""width"":284,""height"":78}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,5,"{""name"":""rect"",""x"":1490,""y"":1560,""width"":321,""height"":180}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,6,"{""name"":""rect"",""x"":1607,""y"":1323,""width"":78,""height"":295}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,7,"{""name"":""rect"",""x"":811,""y"":1644,""width"":110,""height"":264}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,8,"{""name"":""rect"",""x"":658,""y"":1534,""width"":89,""height"":334}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,9,"{""name"":""rect"",""x"":757,""y"":1362,""width"":230,""height"":99}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,10,"{""name"":""rect"",""x"":689,""y"":1260,""width"":217,""height"":144}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,11,"{""name"":""rect"",""x"":483,""y"":1072,""width"":240,""height"":279}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,12,"{""name"":""rect"",""x"":600,""y"":1033,""width"":261,""height"":232}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,13,"{""name"":""rect"",""x"":710,""y"":887,""width"":144,""height"":324}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,14,"{""name"":""rect"",""x"":877,""y"":971,""width"":248,""height"":240}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,15,"{""name"":""rect"",""x"":1072,""y"":1002,""width"":211,""height"":277}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,16,"{""name"":""rect"",""x"":386,""y"":879,""width"":136,""height"":284}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,17,"{""name"":""rect"",""x"":446,""y"":681,""width"":172,""height"":274}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,18,"{""name"":""rect"",""x"":564,""y"":248,""width"":117,""height"":232}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,19,"{""name"":""rect"",""x"":655,""y"":347,""width"":282,""height"":120}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,20,"{""name"":""rect"",""x"":1018,""y"":237,""width"":144,""height"":266}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,21,"{""name"":""rect"",""x"":1143,""y"":248,""width"":110,""height"":342}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,22,"{""name"":""rect"",""x"":942,""y"":540,""width"":344,""height"":115}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,23,"{""name"":""rect"",""x"":926,""y"":574,""width"":180,""height"":308}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,24,"{""name"":""rect"",""x"":1033,""y"":611,""width"":112,""height"":352}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,25,"{""name"":""rect"",""x"":1336,""y"":543,""width"":339,""height"":193}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,26,"{""name"":""rect"",""x"":1566,""y"":699,""width"":350,""height"":123}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,27,"{""name"":""rect"",""x"":1563,""y"":851,""width"":329,""height"":89}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,28,"{""name"":""rect"",""x"":1753,""y"":892,""width"":269,""height"":180}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,29,"{""name"":""rect"",""x"":1785,""y"":762,""width"":295,""height"":70}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,30,"{""name"":""rect"",""x"":1910,""y"":744,""width"":144,""height"":279}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,31,"{""name"":""rect"",""x"":2009,""y"":757,""width"":83,""height"":282}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,32,"{""name"":""rect"",""x"":1639,""y"":290,""width"":193,""height"":324}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,33,"{""name"":""rect"",""x"":1787,""y"":504,""width"":258,""height"":253}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,34,"{""name"":""rect"",""x"":1459,""y"":141,""width"":311,""height"":138}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,35,"{""name"":""rect"",""x"":1782,""y"":1099,""width"":177,""height"":177}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,36,"{""name"":""rect"",""x"":1787,""y"":1091,""width"":337,""height"":112}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,37,"{""name"":""rect"",""x"":1884,""y"":1187,""width"":162,""height"":219}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506051700bl_hs.jpg,277586,"{}",39,38,"{""name"":""rect"",""x"":1751,""y"":1252,""width"":157,""height"":274}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,0,"{""name"":""rect"",""x"":1005,""y"":352,""width"":329,""height"":110}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,1,"{""name"":""rect"",""x"":1404,""y"":329,""width"":123,""height"":334}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,2,"{""name"":""rect"",""x"":1620,""y"":652,""width"":305,""height"":120}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,3,"{""name"":""rect"",""x"":1500,""y"":791,""width"":321,""height"":128}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,4,"{""name"":""rect"",""x"":1949,""y"":921,""width"":86,""height"":371}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,5,"{""name"":""rect"",""x"":1897,""y"":1007,""width"":102,""height"":334}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,6,"{""name"":""rect"",""x"":1333,""y"":877,""width"":188,""height"":206}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,7,"{""name"":""rect"",""x"":1372,""y"":1281,""width"":274,""height"":146}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,8,"{""name"":""rect"",""x"":1774,""y"":1359,""width"":157,""height"":261}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,9,"{""name"":""rect"",""x"":1696,""y"":1573,""width"":261,""height"":159}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,10,"{""name"":""rect"",""x"":1576,""y"":1628,""width"":73,""height"":279}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,11,"{""name"":""rect"",""x"":1477,""y"":1863,""width"":300,""height"":99}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,12,"{""name"":""rect"",""x"":1461,""y"":1393,""width"":144,""height"":290}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,13,"{""name"":""rect"",""x"":1323,""y"":1333,""width"":159,""height"":389}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,14,"{""name"":""rect"",""x"":1143,""y"":2022,""width"":311,""height"":151}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,15,"{""name"":""rect"",""x"":665,""y"":1866,""width"":292,""height"":94}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,16,"{""name"":""rect"",""x"":668,""y"":1782,""width"":368,""height"":110}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,17,"{""name"":""rect"",""x"":582,""y"":1613,""width"":311,""height"":175}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,18,"{""name"":""rect"",""x"":457,""y"":1840,""width"":321,""height"":258}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,19,"{""name"":""rect"",""x"":848,""y"":1156,""width"":146,""height"":373}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,20,"{""name"":""rect"",""x"":921,""y"":877,""width"":146,""height"":279}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,21,"{""name"":""rect"",""x"":621,""y"":1065,""width"":123,""height"":402}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,22,"{""name"":""rect"",""x"":438,""y"":1140,""width"":151,""height"":240}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,23,"{""name"":""rect"",""x"":642,""y"":725,""width"":154,""height"":342}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,24,"{""name"":""rect"",""x"":611,""y"":665,""width"":253,""height"":144}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,25,"{""name"":""rect"",""x"":496,""y"":590,""width"":198,""height"":311}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,26,"{""name"":""rect"",""x"":316,""y"":686,""width"":167,""height"":297}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,27,"{""name"":""rect"",""x"":214,""y"":702,""width"":130,""height"":342}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,28,"{""name"":""rect"",""x"":342,""y"":451,""width"":240,""height"":128}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,29,"{""name"":""rect"",""x"":524,""y"":324,""width"":297,""height"":110}","{}"
1nphs_9hrhs_A02_Brightfield2and4ul2506061700bl_hs.jpg,263953,"{}",31,30,"{""name"":""rect"",""x"":697,""y"":290,""width"":175,""height"":196}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,0,"{""name"":""rect"",""x"":791,""y"":164,""width"":185,""height"":227}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,1,"{""name"":""rect"",""x"":731,""y"":217,""width"":125,""height"":201}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,2,"{""name"":""rect"",""x"":892,""y"":407,""width"":91,""height"":402}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,3,"{""name"":""rect"",""x"":592,""y"":376,""width"":305,""height"":274}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,4,"{""name"":""rect"",""x"":965,""y"":292,""width"":256,""height"":162}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,5,"{""name"":""rect"",""x"":1041,""y"":350,""width"":232,""height"":107}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,6,"{""name"":""rect"",""x"":971,""y"":438,""width"":274,""height"":154}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,7,"{""name"":""rect"",""x"":1164,""y"":431,""width"":209,""height"":149}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,8,"{""name"":""rect"",""x"":1234,""y"":339,""width"":277,""height"":172}","{}"
1nphs_9hrhs_A03_Brightfield2and4ul2506051700bl_hs.jpg,301704,"{}",42,9,"{""name"":""rect"",""x"":1427,""y"":371,""width"":237,""height"":269}","{}"
